"","text","vaccine"
"3243","RT @smg_lynch: “You can always tell the freshmen – they’re here on time,” Iowa Sen. Dick Dearden to 1st-year Sen. Dan Zumbach at committee mtg #ialegis",0
"3244","Listen 2day at 3pm Rep Stovall will on the air http://t.co/aHV0lfslbO 1420am w/Mellissa C. speak on 2015 session, my 2 bills, education",0
"3245","RT @MelissaRawl: Congratulations to LHS 2018-19 Teacher of the Year: Caroleanne Anderson!!!! https://t.co/Oz1NhgBg9K",0
"3246","RT @nuclearban: We did it! #nuclearban https://t.co/6EDNYXcLw3",0
"3247","@JamesChanFL SUNDAY SUNDAY SUNDAY Nov. 1 - Voters can take advantage of Early Voting locations.
BUT please remember that the actual ELECTION DAY, NOV 3 - Voters must show up at their assigned precinct!! They cannot vote at any other location on that day. #CountonUsFL",0
"3248","RT @cityofjohnston: The Johnston-Grimes Metropolitan Fire Department is asking for your help to keep fire hydrants clear during snow storms. This may mean adopting a hydrant that is close to your home.  https://t.co/9Ysota1b7G",0
"3249","RT @SNienow: Sen Hann says #DFL #MNLeg is raising taxes on job creators, to pay job creators, to create jobs. True. #TaxThemToSubsidizeThem #GovtGoneWild",0
"3250","RT @CityofKyleTX: Beautiful morning for a beautiful site. Volunteers woke up early this morning to prepare to feed 3000 families. 
Thank you to @CTXFoodBank , @TexasDisposal and community leaders that helped make this Mass Food Distribution event possible.
#kyletx https://t.co/Ozx0t3owYU",0
"3251","I'll be in Claremont at the Sullivan County Republican Committee meeting tomorrow in Claremont at 44 Opera House... http://t.co/ZwSpIdvW",0
"3252","RT @HillmanArk: President Trump's pick for Secretaryof Agriculture is promising for farmers, particularly in the South. Former... https://t.co/NERTPfGJQp",0
"3253","RT @VTEducator: I’m so proud of one of my many partners in @EssexWestford’s movement to be an antiracist organization. This student is an incredible leader and will be changing our world for the better! #grateful #vted #vtpoli #studentvoice #studentleaders  #BlackLivesMatter https://t.co/QFJPvUPc5B",0
"3254","RT @thauserkstp: TRUTH TEST: TV Ad Attacking Mills gets 'F' https://t.co/Yw23H3NsOb",0
"3255","RT @KYHouseGOP: False attacks on @KYHouseGOP. Caucus in no way stands for denying health benefits to Kentuckians. #kyga16",0
"3256","RT @masslivenews: The state money would help offset the expense of caring for more than 400 evacuees from hurricane Maria-ravaged Puerto Rico. https://t.co/UIP5VVj5vu",0
"3257","RT @adamdkirsch: My last election at the party was @KarleeMacer’s first. She’s been a helluva representative for the West Side (best side). Don’t know what’s next, but it’ll be great.",0
"3258","As the first trick-or-treaters rang his doorbell for the evening, @RonPaul leaped from his front door and cried out, """"""""""""""""The national debt is rapidly approaching $23 trillion!"""""""""""""""" https://t.co/wsirDBcTMz",0
"3259","@bluestein ...you expect too much common sense and decency my friend....",0
"3260","RT @dpohalloran: How can I not retweet this? https://t.co/xW2AKoHbOf",0
"3261","RT @TexGov: .@GovernorPerry Appeals President’s Denial of Major Disaster Declaration for #West Explosion: http://t.co/ISrBeLmnmI",0
"3262","Elected officials and community leaders including Mecklenburg County Commission Chair Trevor Fuller publicly back Marcus campaign #nc98...",0
"3263","#ialegis House passes voter suppression bill 58-41.",0
"3264","RT @UMN_MNPRO: A #Privilege for @UMNresearch and @UMN_MNPRO to be part of this collaborative effort! https://t.co/AL1sgjCs8J",0
"3265","Live shot of neighbors when I'm out canvassing and express that I'm looking to bring fresh, new leadership to the district. #85thForward https://t.co/fiMxuzo3TR",0
"3266","RT @ChargerJeff: #orcot Charles Krauthammer: Benghazi Scandal Is """"""""""""""""By Definition a Cover-Up"""""""""""""""" (Video) http://t.co/SwPjs2pxPb",0
"3267","@DBStark1 YES. I will let you know. TY",0
"3268","RT @RepRamonRomero: No better man or woman to give the Commencement address for @TexasWesleyan University than my friend and Senator @beverlypowelltx #Graduation2019 https://t.co/pdEMjc3w2c",0
"3269","RT @DianeHarkey: @AsmL2Chang speaking now about her legislation to make more #affordablehousing through more #taxrelief #prop13 https://t.co/BgsMGy0Lxm",0
"3270","RT @AlianzaProgress: El total de casos de #coronavirus en #Florida se acerca a 52k, el número de muertos llega a 2,252 - via @El_Sentinel #COVID19:
https://t.co/p5xsgkGPF5",0
"3271","100 years old TODAY! Happy birthday, Avis L. Gordon! A lifelong Bethlehem resident, she’s a graduate of @LibertyHigh and @MoravianCollege. Her career was in accounting. A fan of books, newspapers and history, she moved to Main Street 13 yrs ago to be near the Moravian Book Shop! https://t.co/Cyw1FiWndg",0
"3272","ONLINE NOW!   Rep Chrissy Sommer's Weekly Capitol Connection ENewsletter for May 25, 2018.

https://t.co/QfbNZwQxho https://t.co/QfbNZwQxho",0
"3273","RT @pandey_shardul: AllAnalytics - Beth Schultz - 10 Tips for Winning a Data Science Competition http://t.co/qOIrtO54pp",0
"3274","As a grad of U of IA college &amp; law school I enjoy visiting w students during #HawkeyeCaucus day - especially those from Clinton County! https://t.co/AzR8NY4iCm",0
"3275","Governor signs Sen. Ruud's Legacy Finance bill https://t.co/lngMGUKXzH",0
"3276","RT @JimmyPatronis: 🚨ALERT!🚨 Free DNA tests offered to 10,000 Floridians? But at what cost? ⁦@DailyMail⁩ #FraudFreeFlorida #flapol  https://t.co/HgbHj8vfmS",0
"3277","RT @mdhousedems: The Governor calls $189 million of bipartisan legislative priorities ‘reckless’ and ‘gimmicks’ — these priorities include school construction and rape kit testing #FreeTheFunds https://t.co/FGnsnqO8em",0
"3278","In Pennsylvania, you count. And so does your privacy. Your #2020Census responses are anonymous and
protected. It’s the law.
Learn more: https://t.co/14QDyJ7rU0 https://t.co/6joNNlYyHJ",0
"3279","RT @USMC: Happy 240th Birthday, Marines!

Semper Fidelis.

Watch the full birthday message: https://t.co/SNOloEq64W
https://t.co/VlOP5i3Xrb",0
"3280","Our family moved to San Antonio in 1985. The Spurs drafted David Robinson in 1987. He came to play with the team in 1989. And ever since then, the Spurs have been a consistently, excellent team.

In that almost... https://t.co/XWirOq0AT3",0
"3281","@rep_winfield I swear it wasn't me Frank put the coat on.
Thanks Mr. Memory😛",0
"3282","But I do want to thank @NYCParks for coming to Bay Terrace shortly after I called them yesterday and removing this tree blocking Durant Avenue. I just hope they get the massive tree off that couples’ home very soon. https://t.co/G41nHKy197",0
"3283","Excited to speak with the RFK Democratic Club in #Whittier about our upcoming elections. #AD57 #CADem https://t.co/nXFOnaLJ5N",0
"3284","RT @LilaAnnaSauls: .@KatrinaShealy and @acflorahigh students talking ab importance of turning off social media and instead relying on face to face interactions. Talking is important. @Riley_Institute #revivecivility #activelistening https://t.co/HEKtUqI3Hv",0
"3285","@njpd2015 @katy_mcclure @nancyerikasmith @NJSenDems @SpeakerCoughlin @SmithEibelerLLC Wrong about it being “forced“ on anyone.",0
"3286","RT @ajplus: Did you know today's a holiday? #Juneteenth is one of the most important days in African-American history. https://t.co/pIfh9joi68",0
"3287","RT @NCDemParty: Congratulations, @earls4justice! #ncpol https://t.co/9UrUhWGCHZ",0
"3288","https://t.co/7zhLC7NbF1",0
"3289","@WWEArmstrong , we will be in the second row. Where will you be? Will @WWERoadDogg be there too?",0
"3290","RT @PreetBharara: Paul Manafort appears to be a congenital liar. And can’t even tell the truth to help himself out of prison time. And had the arrogance repeatedly to think he could get away with it — witness tampering too. He’s a pretty rare bird. You can see why Trump was drawn to him. https://t.co/Eabh29HMlv",0
"3291","@Barber4StateRep @RepJonHecht @CLF @MassSierraClub Nice work. Congrats!",0
"3292","@cianciola @whby @CheriPreston I believe you would call them swaddling clothes",0
"3293","@mlnichols Thanks Marcia",0
"3294","RT @BarackObama: """"""""""""""""People must learn to hate, and if they can learn to hate, they can be taught to love...""""""""""""""""",0
"3295","Congrats! https://t.co/E7ghnQmY5r",0
"3296","From @defendernetwork: HISD urges parents to complete online reduced lunch program forms @HoustonISD #hounews",0
"3297","In week one, CA's community-based #COVID19 testing program with Verily's Baseline scaled testing to 20X capacity at launch, testing 1,200+ people in two counties. Now we are expanding to new sites &amp; adding self-service scheduling capability. More here:  https://t.co/MP2OL3tUvD",0
"3298","RT @mercnews: Another flex alert is in effect from 3 p.m. to 10 p.m. today. #FlexAlert #rollingblackouts #CaliforniaHeatWave  
https://t.co/Hz757GWrXb",0
"3299","Tomorrow marks the start of Wisconsin’s nine-day gun deer season! Good luck to all of our hunters and stay safe! https://t.co/m6bW3xFd8h",0
"3300","RT @4029news: Eight area counties under burn bans https://t.co/fH8Pet7ZSi https://t.co/cRvcVBNmQK",0
"3301","I addressed the water issue between MX and US with Dr. Garcia, Director for Electricity and Renewable Energy. #txlege http://t.co/vzjzIV9kCI",0
"3302","This is so beautiful, @RepMaxRose. Thank you for honoring Sweet Sally’s legacy. https://t.co/q6OzVzgTfv",0
"3303","RT @WISH_TV: Statewide Silver Alert issued for missing teen https://t.co/UnUoFwyj0l",0
"3304","@anmedina Thanks Angie!",0
"3305","It’s absolutely devastating to me that this announcement comes on same day that my anti- #lunchshaming bill was defeated by 6-6 vote in House #education cmte. VOTE! https://t.co/2JoHxc513o",0
"3306","As more women run for office and win seats in governments across the country, we must continue to be bold and epic in our fight to change and improve the country #WeRise #WeRiseTogether #Washington #FantasticFriday https://t.co/EU8dtJBgt6 https://t.co/4AiKrqtX7w",0
"3307","RT @rep_joe_smith: https://t.co/LwD4b4zpcM",0
"3308","RT @KenSmithWRAL: .@DanBlueNC: """"""""""""""""we need to be mindful of small businesses remain the heart and soul of NC"""""""""""""""" #wral https://t.co/nsb9NrO4cZ",0
"3309","RT @BreitbartNews: https://t.co/hNAMLbK8ol",0
"3310","RT @utahhousedems: Today @VoteSuz along with @UtahDEQ, @UCAIR_UT, and other air quality policymakers and advocates rolled out the new website https://t.co/z4WT8s5G4h to help steer Utah drivers to gas stations selling cleaner-burning Tier 3 gasoline. #utpol #cleanair https://t.co/LftlrivtVw https://t.co/PAYBVXmrR5",0
"3311","RT @LarryHogan: Our veteran retirees deserve to have their entire military pensions 100% free from state income tax =&gt; https://t.co/VwqadEcFdt https://t.co/t6LFMIzYOV",0
"3312","Huzzah! Thank you for your leadership, @EricLesser 🚂 https://t.co/OMcudYLZHd",0
"3313","RT @RobWittman: .@SpeakerPelosi just cancelled votes on Friday and is sending the House home tomorrow by lunchtime. 

It’s becoming more and more evident that the Speaker is NOT willing to work toward a realistic solution to end this shutdown.",0
"3314","I also want to say something about how shameful it is to be a white woman, often. We’re embarrassing. I don’t know what else to say besides I’m sorry and I’m trying. I will try to respond here.",0
"3315","RT @KyleEvansGay: Let me tell you about these ⁦@UDDems⁩ 👏👏👏
#GOTV #phonebanking #Flipthe5th #FirstStateLastPrimary https://t.co/g7E6GA21Yi",0
"3316","James """"""""""""""""Bozo"""""""""""""""" Cordova-a legacy of talents! A self-taught engineer! It takes a great mind to figure out how different motors/transmissions/drive shafts/wheels-tire sizes can all be put together to make a vehicle purrrr like a kitten &amp; roar like a lion! Bozo has a heart of gold!👍❤ https://t.co/jZ3jJgz9xd",0
"3317","But, but, but... it's a job-killer! https://t.co/e3CNv76wif",0
"3318","@anthonyhaley Thank you!",0
"3319","Our last panel are our municipal officials from Rockville and Gaithersburg. /9 https://t.co/FAO4oAMt9K",0
"3320","RT @willainsworthAL: Today is the opening of the Paycheck Protection Program, which was created to provide a direct incentive for small businesses to keep their workers on the payroll.
 
Important information for both the borrower and lender is at: https://t.co/OzGooQoY4r… [https://t.co/try9Gl7ez8]",0
"3321","@frostnhstaterep Just saying, I woke up this morning and thought, do you think my strapless ballgown (prom) isn't fancy enough? I'd be so happy to wear it",0
"3322","It was all good just a week ago... #didimisssomething",0
"3323","RT @brandonvick: A deal is only as good as the people who are a part of it.  Sad that a handshake appears to be worthless in parts of Olympia.  #waleg",0
"3324","@HeidiRomRice @chrishemsworth @ElRoyaleMovie @TheJeffBridges @CaileeSpaeny @The_JeffBridges While I wasn’t in the movie, as an elected official it’s a place I’m familiar with. 😜 #WrongLebowski @TheJeffBridges",0
"3325","RT @paulcumings: Excited to see my former boss @reppaulmarquart present a bold tax bill that funds Minnesota’s future, provides tax fairness, and gives tax cuts to Minnesota families across the state. https://t.co/cFXZHQr2fU",0
"3326","Thank you @Troy4NJ7 for your Op-Ed today about the importance of protecting Atlantic City and its gaming industry.",0
"3327","RT @mippadvocates: Breaking: Michigan lawmakers have announced ground-breaking legislation that would repeal decades of anti-abortion restrictions &amp; ensure all Michiganders can make decisions regarding their reproductive health with the advice of their doctors, not politicians. #MRHA #stopthebans",0
"3328","RT @CTNetworkTV: The Connecticut House of Representatives has convened for today's session https://t.co/qYAqH2KJv0 https://t.co/n02m9mBVh6",0
"3329","We must change the culture around drinking and driving in Wisconsin so this doesn't keep happening. 

My thoughts are with the families of the victims today, including the Daniels family and the @MarquetteU family.
https://t.co/88oK3XkxRK",0
"3330","@RecalRedhead @sandra4nv @HOPEforNevada As Senator @JoyceWoodhouse stated...it’s happening.",0
"3331","Love you both! ❤️ https://t.co/Cd5flZc5pG",0
"3332","our school celebrations.  (This is before VCRs, DVDs and streaming.) #BruceLee was a legend and role model for our #API community. Looking forward to this show.   

https://t.co/9gRNL2SsZw",0
"3333","I checked in at Street Grindz Kewalo on #Yelp http://t.co/37UfIfmiS2",0
"3334","keep me posted? I'll be at work all day 😐RT:“@ThatKid_TBrown: Need to get this work day over with fast so I can watch some basketball 🏀”",0
"3335","@dbharris92 I agree.  Of course, most everything is easier if things are guaranteed.   Easy isn't always best",0
"3336","https://t.co/xcQjtO8Lcu",0
"3337","RT @mdcpsgovtnews: Thank you Sen @TomLeeFL for filing this important bill to reduce costs for FL schools #SREF SB1656 @MDCPS https://t.co/cDR34Vd1rB",0
"3338","RT @GovBillLee: Today, we honor the law enforcement officers who faithfully serve our communities each and every day. Flags over the Tennessee State Capitol and all state office buildings are flying at half-staff on this #PeaceOfficersMemorialDay. https://t.co/DN4BJLNyoa",0
"3339","RT @STEPsistahStacy: @robbonta @davidchiu You should have followed the lead of @shannongrove today! If she can do the right thing, why can't you? #brokenpromises",0
"3340","It was a good day in @GraysonCountyVA as we cut the ribbon on the Grayson Agriculture and Technical Education Center! https://t.co/IAnSEepZQL",0
"3341","Enjoying our beautiful natural spaces on a perfect spring day. #keepdimpledellwild https://t.co/PYmxrqwzzC",0
"3342","Crazy how time flies!!!

Fact: Prestyn is an angel. When I’m stressed or sad, she runs to hug me and tell me how much she loves her daddy. She is the light in any room.

Today, she is the big 4!!! Yes, she has already made me sing to her 4 times this morning. She deserves it. ❤️ https://t.co/uHop1Otk69",0
"3343","Today's Veterans Resource Fair at Napa Vally College was a huge success. Dozens of Veterans were connected with... https://t.co/uHN7dYMKH2",0
"3344","We started this campaign in January and together we knocked on tens of thousands of doors, made 100+ hours of... https://t.co/M4AsEAvras",0
"3345","I'm pleased to co-author Sen. @Steve_Glazer's bill to provide relief to renters. https://t.co/70VteEHJa6",0
"3346","New on https://t.co/CnWCgs9FXn: 'North Carolina National Guardsmen Recognized by House of Representatives.' https://t.co/Qg9KA1CqNA #NCGA https://t.co/ryMfDyDRfY",0
"3347","RT @scrimmins53: In Maine, Democrats now have 386,786 members compared to 295,122 for Republicans and 339,782 unenrolled voters. https://t.co/Chaaxa37Hv",0
"3348","Rest In Power, Justice Ginsburg. https://t.co/TFjiZBmQHK",0
"3349","I'm n love...Quench has the best vegetarian food..",0
"3350","Wayne County Fair was hopping tonight! Team Geiss &amp; Team Garza members were on parking &amp; traffic detail tonight with our Southwestern Wayne County Dems friends. Fair’s open through August 10th at the Wayne County Fairgrounds.
W/@Alex4Michigan, @david_haener, @MikeTurner_77 et al. https://t.co/9n3uH3f36a",0
"3351","Spend the summer interning with your legislator! Apply here: https://t.co/ZOoa17s1x1 … … …
#EastOrange #Orange #Montclair #Clifton #District34 #NewJersey #MontclairStateUniversity #SetonHallUniversity #RutgersUniversity",0
"3352","RT @KarenB_ISS: The Right Door CEO Robert Lathers announces his 2018 retirement. https://t.co/9xtcNUn9ly",0
"3353","I'm sure that it is because they 1) are very, very healthy; 2) declined the coverage offered by their employer; or 3) really didn't like their choices under Medicare...NOT. https://t.co/HaYeg7R7xS",0
"3354","@RepPeteKing @POTUS """"""""""""""""conversation"""""""""""""""" how many syllables?",0
"3355","Parts of two forts uncovered at Richmond-Dresden bridge site http://t.co/fwjslGW8eK via @KJ_Online",0
"3356","Congratulations Dr. Kelly! https://t.co/XSFl9cVIdY",0
"3357","#MDGA2018 Lets pass leg to ensure guns stay out of the hands of abusers! @Willcsmithjr https://t.co/nIdNXwX7Qf",0
"3358","Today is the first day of what we hope will be only a 60 day session in Olympia. I am watching the proposed... http://t.co/Rk0mEqxKhH",0
"3359","RT @NWSHouston: """"""""""""""""CATASTROPHIC FLOODING IN THE HOUSTON METROPOLITAN AREA
IS EXPECTED TO WORSEN AND COULD BECOME HISTORIC"""""""""""""""" https://t.co/Hw20B0Uz1z #houwx",0
"3360","@vetteman50 Thanks for putting a picture with your face!",0
"3361","RT @marty_walsh: Save R Streets creates a positive example for our young people. We’re committed to working together to lift them up, giving them every opportunity to succeed. Thanks to everyone who makes this event possible year after year! https://t.co/QIyYA05RVI",0
"3362","RT @HumanProgress: From 2005 to 2015, the number of undernourished persons globally fell from 884 million to 685 million, or a 22.5 percent decline https://t.co/dZhMduvRPs",0
"3363","Nothing says Christmas better than a children’s Choir singing. Thank you Trousdale Elementary for sharing your gift of song. @CharlyLyons1 https://t.co/zv0pBGCkWH",0
"3364","RT @BarackObama: """"""""""""""""...For love comes more naturally to the human heart than its opposite."""""""""""""""" - Nelson Mandela",0
"3365","RT @Rep_Jimmy: I remember how nervous I was the first time I met @NicholsUprising. I had been reading his work for years and had been inspired by his passion and moral clarity. I might have to frame this Tweet! https://t.co/0LEeiu30wV",0
"3366","""""""""""""""""with the uncertainty of a pandemic, racial and social unrest, and the general divisiveness permeating the state (and country), we see a need for someone on the governor’s office who can unite.""""""""""""""""

Proud to have the support of the Keene Sentinel. #nhpolitics https://t.co/aR9oO0GTMn",0
"3367","RT @monicacbell: My new article in @nyulawreview describes how policing perpetuates racial housing segregation. It helps address one conundrum in the current debate: What to do about the routine police violence Black people experience outside central cities? https://t.co/gTGUsmVAOk https://t.co/IfgjbeLJAa",0
"3368","RT @LouisvilleJMW: @atticascott4ky Thanks for taking the high road every time @atticascott4ky I am so grateful for you and your leadership.",0
"3369","RT @joshgerstein: JUST IN: 9th cir to hear arguments at 3PM PT Monday on judge's order extending Arizona voter reg deadline. Panel asks AZ SOS Hobbs, a Dem, to present views",0
"3370","What a great summer learning opportunity for Charles County high school students! Application deadline coming up quickly on June 1, so interested students should get their materials in soon! More info ➡️ https://t.co/NHNS1LeMR6",0
"3371","Instead of traumatizing sex workers, we should be organizing &amp; empowering them.

There’s no social and racial justice without economic justice.

Shout out to @DecrimNY @RedCanarySong @iamwomankind from #Bernie2020 https://t.co/dbP5L58IFM",0
"3372","Great to be in #Placerville tonight for the El Dorado County #NRA Dinner! #secondamendment #rural #California #tcot http://t.co/uTPmVNaI6G",0
"3373","This is completely unacceptable.  Vote for @JoeBiden and all Democrats up and down the ballot. Trump and his sycophant enablers need to go away forever. https://t.co/7sU9Qeh8Vu",0
"3374","@utahhousedems @SenatorRomney @SenMikeLee @RepBenMcAdams @RepRobBishop @RepChrisStewart @CurtisUT Hmmm seems to be a trend... just doing whatever regardless of what the people want.",0
"3375","Noel Night snow bunny!! http://t.co/g8aosbxA2g",0
"3376","RT @GOPChairwoman: Joe Biden and Kamala Harris have promised to repeal the Trump tax cuts on Day 1, which would raise taxes on 82% of Americans.

That’s a fact.

#VPDebate",0
"3377","2020 has been a tough sled. Taking some time to chill out this Friday. Shout out to @NoLiBrewhouse located in the 3rd District for the tasty beverage and for all you continue to do to give back to Spokane!! Be well to each other!! https://t.co/NJVsvA2ACH",0
"3378","RT @RudyGiuliani: Melania Trump, among many other things, is a powerful role model for a good and loving mother as well as a very active and successful working woman as our First Lady. https://t.co/RvrN9bWGcT",0
"3379","I am elated! Finally a woman has been nominated for President! @HillaryClinton @VAPolitical",0
"3380","RT @SpeakerDeLeo: Proud to be a @Northeastern alum! Congrats to the Huskies https://t.co/IJ8JldWyPe",0
"3381","RT @JMUFootball: HIGHLIGHT

80-yard play is longest career pass for DiNucci &amp; longest catch for Polk for an early 7-0 JMU lead!

#GoDukes https://t.co/a9EgmgKwQe",0
"3382","RT @willmorgan84: Exactly. 1 week would upset a lot of parents and staff, I think. If I’m making the call, I’m shooting for constant communication and updates starting next week throughout the month of August. https://t.co/FRSxI5GkEG",0
"3383","Looks to me like the force is with #walegsox today, especially in the lookin for love category! https://t.co/IOMgClUxz7",0
"3384","The census is our opportunity to ensure our communities receive the resources and representation we need. Filling out your census form only takes ten minutes and remember, #EveryoneCounts!

Your information is confidential and protected. 🔒

Get counted ➡️ https://t.co/rJdDBnRRup https://t.co/U2koFyOHGD",0
"3385","A young man was found shot in the head in Savage on Friday evening. I ask for your prayers and thoughts that he may make a full recovery.

https://t.co/QnZvcKoTlp",0
"3386","Very grateful some of my favorite places are still doing takeout! My family is joining the #GreatAmericanTakeout, thank you Benvenue Country Club for a great meal! #EatLocalNC https://t.co/xq6T1EEUN6",0
"3387","RT @ambertamblyn: 2020 owes Elizabeth Warren an apology.",0
"3388","RT @AlexConant: Today a supporter told Marco that he is filled w/ hope after last night's debate. You gotta see what happened next: https://t.co/0LtPyDuxaZ",0
"3389","RT @TheStateNews: Commentary: Dispelling misconceptions on hotel tax, DE Turf https://t.co/v8HQuetqL6",0
"3390","Black education reformers lament ‘out of touch’ NAACP https://t.co/xys5bbI22V via @WatchdogOrg",0
"3391","one person unfollowed me // automatically checked by https://t.co/CFHbStgrHQ",0
"3392","@JazzSandwitch @KaitlinCurtice Please see Heidi's statement below because you clearly aren't getting it.",0
"3393","""""""""""""""""It's like Deja Vu all over again...""""""""""""""""
- Yogi https://t.co/tbC9jy02lk",0
"3394","@nickforokc Agreed. I'm also glad they're working to catch scammers. There's a special place in hell reserved for those people.",0
"3395","RT @GovMLG: Senate Bill 8, mandating body cameras and a big step toward ensuring law enforcement accountability, has passed the Legislature. My thanks to the lawmakers who recognize we must keep up this effort and ensure a safe and just New Mexico for all. #nmpol #nmleg",0
"3396","RT @SenJasonLewis: Our transit infrastructure is crumbling and is in desperate need of greater investment

This morning, I joined @senjehlen &amp; @mikeday4rep, @Winchester_MA officials and residents &amp; @MBTA officials to discuss the current status of the project to rebuild the Winchester Center station https://t.co/LTrBW02xO0",0
"3397","RT @RickMaese: The University of Maryland informed the board of regents of its decision but did NOT consult with the board. We'll soon find out how angry the board is that Loh has defied their recommendation and whether they feel need to take further action",0
"3398","@Erika_Pocock 😢😢😢",0
"3399","This! 
Read full media release here: 
https://t.co/tsdaW6Xun4 https://t.co/CrbpsYRxIg",0
"3400","Secret gay agenda: yesterday pass marriage equality. Today: make breakfast 4 my partner, clean house, buy groceries. #mdssm #marryland # ...",0
"3401","RT @baltimoresun: Maryland is better prepared than the average state for a public health emergency, a new survey says. https://t.co/GhM9SVA1zf https://t.co/Qtpy84AIul",0
"3402","Out meeting with the good people in Sanders County today.. 
Sure appreciate hearing from folks. Many... http://t.co/RJ61JvmLvu",0
"3403","Thanks for showing me around district 100 @ChuckIsenhart ! Beautiful flood mitigation project. https://t.co/dBoUvTofnX",0
"3404","https://t.co/GtcgSVZoU3",0
"3405","I applaud Ohio’s efforts to extend foster care benefits to age 21 just as we did in California with AB 12 in 2010. http://t.co/nVYsBJ7Rrb",0
"3406","RT @caseymcdermott: Plenty of N.H. voters have told me the primary is good for N.H., in part, because it must be good for local business. And if you walk down Elm St. in Manchester this week, you might think they're onto something.

But how much $ is #FITN really bringing in? https://t.co/eHCcQNIydk",0
"3407","FYI #MidMO #CoMo https://t.co/NIWDtMe61u",0
"3408","RT @SLLegalDefender: End qualified immunity! https://t.co/pROKKtyzsh",0
"3409","RT @HouseGOP: House Democrats have prioritized their partisan wish list over the real and immediate needs of struggling American families and small businesses. https://t.co/a6yb5Sd9X3",0
"3410","RT @HouseDemocrats: .@POTUS, scientists overwhelming agree: climate change is real and it’s a real threat to Americans &amp; people around the globe. #ActOnClimate! https://t.co/7kH5AARwFm",0
"3411","Let's go! https://t.co/GtZ0iWGpp4",0
"3412","Just remember he was a “subcontractor”.  Nobody cares about those guys. Really hope the sub, the sub of the sub, or the prime contractor had some insurance coverage to pay this man’s family. Or that we had a law to protect these workers! #txlege  https://t.co/NL5UN7KVm2",0
"3413","The Senate gaveled in and out in less than five minutes.  A new record? #ksleg",0
"3414","Fairfax Electoral Board Goes Wrong Way: 
OK, I'm pressed for time today so I'm going to quote NLS quoting """"""""""""""""Talking... http://bit.ly/dd4fax",0
"3415","Resistance is fungible https://t.co/qfgJ4NvAl0",0
"3416","RT @JoyAnnReid: Ok the Doritos and Dew commercial with @BustaRhymes and @MissyElliott tracks? Yass. And Peter Dinklage and Morgan Freeman? Well done. #SuperBowlAds",0
"3417","RT @DrJenGunter: The federal government has  prioritized ICE arrests over health care. All N95 masks should be going to health care providers who don’t have enough PPE to deliver safe care. This is obscene on so many levels. https://t.co/e3T4B9V0PQ",0
"3418","@SenSanders is giving a very dark speech pointing out all that is wrong with America.",0
"3419","Today, my team presented a NYS Senate 2019 Empire Award to Southeast Kitchen and Bath, which is based in Brewster.

The award recognizes businesses that have made outstanding contributions to the growth, prosperity and betterment of their community and NYS. Congratulations! https://t.co/gZvO7w92XR",0
"3420","RT @HDC_Saint_Paul: Ford Site Design Standards meeting is underway at Gloria Dei church on Snelling and Highland Parkway. https://t.co/SeCnZrABXy",0
"3421","60th Birthday Celebration @ David's Restaurant in Portland https://t.co/Xa7IrVuiwC",0
"3422","https://t.co/slugL2u2lv",0
"3423","RT @LucasSMeyer: """"""""""""""""we are leaving our seat vacant on the world stage... we need urgent action now...the economic dislocation that's on the horizon because of climate change will be devastating."""""""""""""""" -@ChrisPappasNH during this morning's @OrganizeNH climate roundtable &amp; phone bank. 

#nhpolitics #nh01 https://t.co/JGsm9N8GNp",0
"3424","RT @RepKeriIngle: ⬇️⬇️⬇️ https://t.co/s7x0sHq3PR",0
"3425","They’re building a wall and making us pay for it. https://t.co/t2p9atwqdt",0
"3426","RT @JasonZacharyTN: Surreal drive in to the Capitol this morning in what is typically bumper to bumper traffic.  Didn’t even slow down on I40 coming in to Nashville and did not pass 1 car passing over the bridge all the way in to our building.",0
"3427","@inkedtater Totally agree. I feel like tech is taking advantage of our situation. I think most of the public still thinks that everything involved with the app, testutah, etc. is being done by companies out of their own goodwill. I feel like it is capitalizing on a crisis.",0
"3428","RT @triciacotham: So tragic. May God Bless this officer and her family. 🇺🇸🚓 https://t.co/IfxpI13wN3",0
"3429","Again, the federal response to the #COVID19 pandemic has been stunningly and dangerously inept. https://t.co/HkWkvv1rxs",0
"3430","Why I love my family of faith?  Bc grace teaches is to love like Christ...in all things. #AHouseOfGrace #celebratingAllLife https://t.co/Cy4rLxUFqz",0
"3431","Talking About Ourselves: A Turn On? Bragging Rights: http://t.co/0q1S0gOE #NegotiatingSkills #Nursing",0
"3432","I'd like to wish you &amp; your families a #MerryChristmas and #HappyHolidays. May you find peace and happiness in the #NewYear2016",0
"3433","RT @RedCrossENY: Helping to #EndHomeFires https://t.co/gZ12CH0qfs",0
"3434","RT @jessbidgood: The @BostonGlobe is hiring a political reporter based at the Massachusetts State House. Come join a great team!!! 
https://t.co/lMDMrxSYCN",0
"3435","@Ya_Girl_Maya 🏳️‍⚧️💙💗🤍💗💙",0
"3436","Please. If you have lost a loved one because of COVID-19, reach out and get help. 

There are people who will care for you. https://t.co/aK7yXfqea2",0
"3437","A few shots from tonight's event in Floyd. Thanks to Gene Bishop and local GOP for a great booth! https://t.co/diQByuHoGM",0
"3438","RT @RepFreiberg: Probably the most exciting infield hit I’ve ever seen. https://t.co/wIoTlRwbY3",0
